Date,Price,Open,High,Low,Change
2014-04-01,1.3794,1.3769,1.3817,1.3767,0.0017
2014-04-02,1.3767,1.3792,1.3821,1.3752,-0.002
2014-04-03,1.372,1.3768,1.3807,1.3699,-0.0034
2014-04-04,1.3703,1.3719,1.3732,1.3672,-0.0012
2014-04-07,1.3741,1.3696,1.3749,1.3689,0.0028
2014-04-08,1.3796,1.3741,1.3813,1.3737,0.004
2014-04-09,1.3855,1.3794,1.3862,1.3779,0.0043
2014-04-10,1.3888,1.3855,1.3899,1.3835,0.0024
2014-04-11,1.3885,1.3888,1.3907,1.3864,-0.0002
2014-04-14,1.3821,1.3839,1.3866,1.381,-0.0046
2014-04-15,1.3814,1.3821,1.3835,1.379,-0.0005
2014-04-16,1.3816,1.3814,1.3852,1.3804,0.0001
2014-04-17,1.3815,1.3816,1.3866,1.381,-0.0001
2014-04-18,1.3815,1.3814,1.3825,1.3808,0
2014-04-21,1.3792,1.3809,1.3832,1.3786,-0.0017
2014-04-22,1.3805,1.3794,1.3826,1.3785,0.0009
2014-04-23,1.3817,1.3805,1.3855,1.38,0.0009
2014-04-24,1.3832,1.3819,1.3843,1.3792,0.0011
2014-04-25,1.3833,1.3832,1.385,1.3826,0.0001
2014-04-28,1.385,1.3834,1.388,1.3814,0.0012
2014-04-29,1.3812,1.3849,1.3879,1.3805,-0.0027
2014-04-30,1.3868,1.3813,1.3878,1.3777,0.0041
2014-05-01,1.387,1.3866,1.3889,1.3861,0.0001
2014-05-02,1.387,1.3868,1.3881,1.3811,0
2014-05-05,1.3876,1.3872,1.3892,1.3865,0.0004
2014-05-06,1.3928,1.3875,1.3952,1.3869,0.0037
2014-05-07,1.3912,1.3928,1.394,1.391,-0.0011
2014-05-08,1.3841,1.3911,1.3993,1.3832,-0.0051
2014-05-09,1.376,1.3841,1.3847,1.3746,-0.0059
2014-05-12,1.3757,1.375,1.3775,1.3748,-0.0002
2014-05-13,1.3704,1.3758,1.3773,1.3691,-0.0039
2014-05-14,1.3715,1.3704,1.3732,1.3697,0.0008
2014-05-15,1.3711,1.3715,1.3733,1.3648,-0.0003
2014-05-16,1.3695,1.3712,1.3729,1.3687,-0.0012
2014-05-19,1.3709,1.3703,1.3736,1.3688,0.001
2014-05-20,1.3703,1.3708,1.3714,1.3678,-0.0004
2014-05-21,1.3687,1.3703,1.3724,1.3635,-0.0012
2014-05-22,1.3656,1.3687,1.3689,1.3645,-0.0023
2014-05-23,1.3634,1.3656,1.366,1.3615,-0.0016
2014-05-26,1.3646,1.3626,1.3655,1.3615,0.0009
2014-05-27,1.3634,1.3647,1.367,1.3613,-0.0009
2014-05-28,1.3591,1.3635,1.3639,1.3588,-0.0032
2014-05-29,1.3602,1.3589,1.3626,1.3585,0.0008
2014-05-30,1.3631,1.3601,1.365,1.3598,0.0021
2014-06-02,1.3597,1.3636,1.3646,1.3589,-0.0025
2014-06-03,1.3628,1.3596,1.3647,1.3586,0.0023
2014-06-04,1.3599,1.3628,1.3639,1.3595,-0.0021
2014-06-05,1.366,1.3599,1.3671,1.3504,0.0045
2014-06-06,1.3643,1.3662,1.3678,1.362,-0.0012
2014-06-09,1.3594,1.3645,1.367,1.3583,-0.0036
2014-06-10,1.3548,1.3594,1.3603,1.3533,-0.0034
2014-06-11,1.3533,1.3548,1.3558,1.3521,-0.0011
2014-06-12,1.3553,1.3533,1.3574,1.3512,0.0015
2014-06-13,1.3542,1.3552,1.358,1.3519,-0.0008
2014-06-16,1.3575,1.3535,1.358,1.3514,0.0024
2014-06-17,1.3546,1.3574,1.3588,1.3536,-0.0021
2014-06-18,1.3596,1.3546,1.3599,1.354,0.0037
2014-06-19,1.3609,1.3596,1.3643,1.3582,0.001
2014-06-20,1.3599,1.3607,1.3634,1.3563,-0.0007
2014-06-23,1.3605,1.3596,1.3615,1.3575,0.0004
2014-06-24,1.3605,1.3603,1.3628,1.3582,0
2014-06-25,1.363,1.3607,1.3652,1.3599,0.0018
2014-06-26,1.3611,1.3628,1.3641,1.3575,-0.0014
2014-06-27,1.3649,1.3611,1.3652,1.3609,0.0028
2014-06-30,1.3692,1.3646,1.3698,1.3639,0.0032
2014-07-01,1.3679,1.3692,1.3701,1.3675,-0.0009
2014-07-02,1.366,1.3679,1.3684,1.3642,-0.0014
2014-07-03,1.3611,1.3659,1.3665,1.3596,-0.0036
2014-07-04,1.3596,1.3613,1.3613,1.3586,-0.0011
2014-07-07,1.3605,1.3596,1.3611,1.3575,0.0007
2014-07-08,1.3613,1.3605,1.3619,1.3588,0.0006
2014-07-09,1.3645,1.3613,1.3648,1.3601,0.0024
2014-07-10,1.361,1.3644,1.3651,1.3589,-0.0026
2014-07-11,1.3609,1.3609,1.3625,1.3591,-0.0001
2014-07-14,1.362,1.3602,1.364,1.3597,0.0008
2014-07-15,1.3572,1.362,1.3628,1.3561,-0.0035
2014-07-16,1.3525,1.3567,1.3575,1.3519,-0.0035
2014-07-17,1.3527,1.3525,1.3541,1.3516,0.0001
2014-07-18,1.3525,1.3525,1.3535,1.3491,-0.0001
2014-07-21,1.3523,1.3527,1.355,1.3512,-0.0001
2014-07-22,1.3466,1.3525,1.3531,1.346,-0.0042
2014-07-23,1.3465,1.3465,1.3475,1.3454,-0.0001
2014-07-24,1.3464,1.3463,1.3485,1.3437,-0.0001
2014-07-25,1.3432,1.3466,1.3478,1.3422,-0.0024
2014-07-28,1.3441,1.3432,1.3445,1.3426,0.0007
2014-07-29,1.341,1.344,1.3445,1.3403,-0.0023
2014-07-30,1.3397,1.3409,1.3416,1.3366,-0.001
2014-07-31,1.3389,1.3396,1.3401,1.3371,-0.0006
2014-08-01,1.343,1.3392,1.3445,1.3378,0.0031
2014-08-04,1.3422,1.3427,1.3434,1.3408,-0.0006
2014-08-05,1.3376,1.3422,1.3425,1.3358,-0.0034
2014-08-06,1.3382,1.3377,1.3388,1.3333,0.0004
2014-08-07,1.3363,1.3384,1.3394,1.3337,-0.0014
2014-08-08,1.3411,1.3363,1.3433,1.3343,0.0036
2014-08-11,1.3386,1.3401,1.3415,1.3378,-0.0019
2014-08-12,1.3369,1.3386,1.3386,1.3335,-0.0013
2014-08-13,1.3365,1.3369,1.3415,1.3342,-0.0003
2014-08-14,1.3365,1.3365,1.3409,1.3348,0
2014-08-15,1.3399,1.3366,1.3412,1.3358,0.0025
2014-08-18,1.3363,1.3393,1.34,1.3352,-0.0027
2014-08-19,1.332,1.3363,1.3366,1.3312,-0.0032
2014-08-20,1.326,1.3321,1.3327,1.3255,-0.0045
2014-08-21,1.3282,1.326,1.3289,1.3242,0.0017
2014-08-22,1.3243,1.3283,1.3298,1.322,-0.0029
2014-08-25,1.3192,1.322,1.322,1.3184,-0.0039
2014-08-26,1.3169,1.3193,1.3216,1.3165,-0.0017
2014-08-27,1.3193,1.3168,1.3211,1.3152,0.0018
2014-08-28,1.3183,1.3193,1.3221,1.3159,-0.0008
2014-08-29,1.3133,1.3178,1.3197,1.3131,-0.0038
2014-09-01,1.3128,1.3138,1.3146,1.3118,-0.0004
2014-09-02,1.3133,1.313,1.3139,1.311,0.0004
2014-09-03,1.3151,1.3131,1.3161,1.3122,0.0014
2014-09-04,1.2945,1.3147,1.3155,1.2919,-0.0157
2014-09-05,1.295,1.2944,1.2986,1.2921,0.0004
2014-09-08,1.2897,1.2943,1.2963,1.2882,-0.0041
2014-09-09,1.2938,1.2898,1.2959,1.286,0.0032
2014-09-10,1.2917,1.2936,1.2963,1.2883,-0.0016
2014-09-11,1.2926,1.2917,1.2952,1.2896,0.0007
2014-09-12,1.2965,1.2925,1.298,1.2909,0.003
2014-09-15,1.2942,1.2976,1.2982,1.2908,-0.0018
2014-09-16,1.296,1.2938,1.2995,1.2922,0.0014
2014-09-17,1.2866,1.2959,1.2982,1.2851,-0.0073
2014-09-18,1.2923,1.2865,1.2931,1.2834,0.0044
2014-09-19,1.2829,1.2923,1.293,1.2827,-0.0073
2014-09-22,1.285,1.2827,1.2868,1.2815,0.0016
2014-09-23,1.2847,1.2851,1.2903,1.2842,-0.0002
2014-09-24,1.278,1.2846,1.2864,1.2774,-0.0052
2014-09-25,1.275,1.278,1.2784,1.2698,-0.0023
2014-09-26,1.2685,1.2752,1.2761,1.2677,-0.0051
2014-09-29,1.2685,1.2685,1.2716,1.2664,0
2014-09-30,1.2632,1.2684,1.2703,1.2571,-0.0042
2014-10-01,1.2624,1.2631,1.264,1.2584,-0.0006
2014-10-02,1.2668,1.2622,1.2698,1.2612,0.0035
2014-10-03,1.2517,1.2668,1.2676,1.25,-0.0119
2014-10-06,1.2654,1.251,1.2677,1.2504,0.0109
2014-10-07,1.267,1.2656,1.2683,1.2584,0.0013
2014-10-08,1.2734,1.2669,1.2749,1.2622,0.0051
2014-10-09,1.2691,1.2732,1.2792,1.2664,-0.0034
2014-10-10,1.2628,1.2691,1.2716,1.2605,-0.005
2014-10-13,1.2753,1.2637,1.2762,1.2619,0.0099
2014-10-14,1.2659,1.2752,1.2769,1.264,-0.0074
2014-10-15,1.2837,1.2659,1.2886,1.2624,0.0141
2014-10-16,1.2809,1.2837,1.2847,1.2706,-0.0022
2014-10-17,1.2763,1.2811,1.2837,1.2744,-0.0036
2014-10-20,1.2799,1.2758,1.2817,1.2731,0.0028
2014-10-21,1.2715,1.2801,1.2841,1.2713,-0.0066
2014-10-22,1.2649,1.2716,1.274,1.2636,-0.0052
2014-10-23,1.2647,1.2651,1.2679,1.2614,-0.0002
2014-10-24,1.267,1.2645,1.2696,1.2633,0.0018
2014-10-27,1.2698,1.2683,1.2725,1.2666,0.0022
2014-10-28,1.2734,1.2698,1.2765,1.2683,0.0028
2014-10-29,1.2632,1.2735,1.2772,1.2631,-0.008
2014-10-30,1.2613,1.2631,1.264,1.2547,-0.0015
2014-10-31,1.2525,1.2612,1.2618,1.2485,-0.007
2014-11-03,1.2483,1.2515,1.2517,1.2441,-0.0034
2014-11-04,1.2546,1.2483,1.2578,1.2481,0.005
2014-11-05,1.2486,1.2546,1.2568,1.2457,-0.0048
2014-11-06,1.2375,1.2487,1.2535,1.2365,-0.0089
2014-11-07,1.2454,1.2376,1.2471,1.2359,0.0064
2014-11-10,1.2421,1.2452,1.251,1.2417,-0.0026
2014-11-11,1.2475,1.2421,1.25,1.2394,0.0043
2014-11-12,1.2439,1.2476,1.2499,1.2418,-0.0029
2014-11-13,1.2477,1.2439,1.2492,1.2426,0.0031
2014-11-14,1.2523,1.2477,1.2548,1.2399,0.0037
2014-11-17,1.245,1.2526,1.2578,1.2444,-0.0058
2014-11-18,1.2537,1.245,1.2546,1.2442,0.007
2014-11-19,1.2554,1.2537,1.26,1.2512,0.0014
2014-11-20,1.254,1.2555,1.2576,1.2504,-0.0011
2014-11-21,1.239,1.2541,1.2571,1.2376,-0.012
2014-11-24,1.2443,1.2376,1.2445,1.2357,0.0043
2014-11-25,1.2475,1.2443,1.2487,1.2401,0.0026
2014-11-26,1.2506,1.2475,1.2532,1.2443,0.0025
2014-11-27,1.2467,1.2506,1.2524,1.2464,-0.0031
2014-11-28,1.2452,1.2468,1.2492,1.2427,-0.0012
2014-12-01,1.247,1.2456,1.2507,1.2419,0.0014
2014-12-02,1.2383,1.2471,1.2478,1.2377,-0.007
2014-12-03,1.2311,1.2382,1.2391,1.23,-0.0058
2014-12-04,1.2379,1.2313,1.2458,1.2282,0.0055
2014-12-05,1.2285,1.238,1.2393,1.2271,-0.0076
2014-12-08,1.2317,1.2278,1.2344,1.2246,0.0026
2014-12-09,1.2375,1.2317,1.2448,1.2292,0.0047
2014-12-10,1.2448,1.2374,1.2449,1.2361,0.0059
2014-12-11,1.2411,1.2448,1.2496,1.237,-0.003
2014-12-12,1.2462,1.2413,1.2487,1.2384,0.0041
2014-12-15,1.2437,1.2462,1.2485,1.2414,-0.002
2014-12-16,1.2511,1.2437,1.2571,1.2433,0.0059
2014-12-17,1.2343,1.2512,1.2517,1.2322,-0.0134
2014-12-18,1.2286,1.2342,1.2353,1.2265,-0.0046
2014-12-19,1.2228,1.2288,1.2305,1.2222,-0.0047
2014-12-22,1.2231,1.2226,1.2273,1.2216,0.0002
2014-12-23,1.2172,1.2231,1.2247,1.2165,-0.0048
2014-12-24,1.2195,1.2172,1.2222,1.217,0.0019
2014-12-25,1.2222,1.2195,1.2256,1.2186,0.0022
2014-12-26,1.2176,1.2224,1.2228,1.2168,-0.0038
2014-12-29,1.2152,1.2182,1.2221,1.2142,-0.002
2014-12-30,1.2157,1.2151,1.2188,1.2123,0.0004
2014-12-31,1.2098,1.2155,1.2172,1.2096,-0.0049
2015-01-01,1.2104,1.21,1.2107,1.2094,0.0005
2015-01-02,1.2003,1.2106,1.2111,1.2001,-0.0083
2015-01-05,1.1934,1.2003,1.2008,1.1883,-0.0057
2015-01-06,1.1889,1.1933,1.1969,1.1884,-0.0038
2015-01-07,1.1839,1.1892,1.1898,1.1803,-0.0042
2015-01-08,1.1793,1.1839,1.1848,1.1753,-0.0039
2015-01-09,1.1841,1.1793,1.1848,1.1763,0.0041
2015-01-12,1.1834,1.1838,1.1871,1.1786,-0.0006
2015-01-13,1.1772,1.1833,1.186,1.1753,-0.0052
2015-01-14,1.1789,1.1772,1.1846,1.1726,0.0014
2015-01-15,1.1631,1.1789,1.1795,1.157,-0.0134
2015-01-16,1.157,1.1633,1.165,1.1462,-0.0052
2015-01-19,1.1606,1.1551,1.1641,1.1545,0.0031
2015-01-20,1.1551,1.1606,1.1616,1.154,-0.0047
2015-01-21,1.161,1.1553,1.1677,1.1542,0.0051
2015-01-22,1.1366,1.161,1.1648,1.1317,-0.021
2015-01-23,1.1208,1.1366,1.1374,1.1114,-0.0139
2015-01-26,1.1239,1.1186,1.1297,1.1099,0.0028
2015-01-27,1.1381,1.1237,1.1423,1.1224,0.0126
2015-01-28,1.1288,1.1382,1.1385,1.1276,-0.0082
2015-01-29,1.132,1.1287,1.1369,1.1261,0.0028
2015-01-30,1.1288,1.1321,1.1366,1.1279,-0.0028
2015-02-02,1.1342,1.1284,1.1364,1.128,0.0048
2015-02-03,1.1481,1.1343,1.1534,1.1313,0.0123
2015-02-04,1.1347,1.1482,1.1486,1.1317,-0.0117
2015-02-05,1.1477,1.1345,1.15,1.1304,0.0115
2015-02-06,1.1315,1.1477,1.1488,1.1313,-0.0141
2015-02-09,1.1324,1.1315,1.1359,1.1271,0.0008
2015-02-10,1.1321,1.1327,1.1347,1.1274,-0.0003
2015-02-11,1.1334,1.1321,1.1349,1.128,0.0011
2015-02-12,1.1403,1.1334,1.1423,1.1302,0.0061
2015-02-13,1.1385,1.1403,1.1443,1.138,-0.0016
2015-02-16,1.1353,1.1385,1.1429,1.1317,-0.0028
2015-02-17,1.1412,1.1354,1.145,1.1322,0.0052
2015-02-18,1.1397,1.1412,1.1418,1.1334,-0.0013
2015-02-19,1.1366,1.1397,1.145,1.1355,-0.0027
2015-02-20,1.1381,1.137,1.1431,1.128,0.0013
2015-02-23,1.1332,1.1385,1.1414,1.1296,-0.0043
2015-02-24,1.1341,1.1336,1.136,1.1289,0.0008
2015-02-25,1.1362,1.134,1.1389,1.1334,0.0019
2015-02-26,1.1198,1.1361,1.1381,1.1184,-0.0144
2015-02-27,1.1195,1.1199,1.1248,1.1178,-0.0003
2015-03-02,1.1185,1.1187,1.1242,1.1159,-0.0009
2015-03-03,1.1176,1.1183,1.1219,1.1155,-0.0008
2015-03-04,1.1079,1.1178,1.1187,1.1062,-0.0087
2015-03-05,1.1031,1.1079,1.1115,1.0989,-0.0043
2015-03-06,1.0844,1.1033,1.1035,1.0842,-0.017
2015-03-09,1.0852,1.0832,1.0908,1.0823,0.0007
2015-03-10,1.0698,1.0851,1.0856,1.0692,-0.0142
2015-03-11,1.0547,1.0699,1.0718,1.0511,-0.0141
2015-03-12,1.0635,1.0547,1.0684,1.0495,0.0083
2015-03-13,1.0495,1.0637,1.0639,1.0462,-0.0132
2015-03-16,1.0568,1.0494,1.0621,1.0459,0.007
2015-03-17,1.0598,1.0566,1.065,1.0551,0.0028
2015-03-18,1.0867,1.0598,1.1033,1.0581,0.0254
2015-03-19,1.066,1.0866,1.0915,1.0613,-0.019
2015-03-20,1.0822,1.0661,1.0883,1.065,0.0152
2015-03-23,1.0947,1.0837,1.0972,1.0768,0.0116
2015-03-24,1.0926,1.0947,1.1031,1.0892,-0.0019
2015-03-25,1.0972,1.0926,1.1016,1.0901,0.0042
2015-03-26,1.0884,1.0969,1.1052,1.0856,-0.008
2015-03-27,1.0888,1.0886,1.0949,1.0802,0.0004
2015-03-30,1.0834,1.0889,1.0897,1.0811,-0.005
2015-03-31,1.0731,1.0833,1.0846,1.0713,-0.0095
2015-04-01,1.0764,1.0735,1.0801,1.0719,0.0031
2015-04-02,1.0884,1.0764,1.0905,1.0751,0.0111
